CMDLINE c:\python27\python.exe pagerank.py 0
MEM 0.527344 1554817655.1610
MEM 14.460938 1554817655.2620
MEM 22.312500 1554817655.3630
MEM 32.875000 1554817655.4630
MEM 36.550781 1554817655.5640
MEM 43.054688 1554817655.6650
MEM 50.820312 1554817655.7660
MEM 81.066406 1554817655.8660
MEM 93.902344 1554817655.9670
MEM 101.937500 1554817656.0680
MEM 103.511719 1554817656.1680
MEM 105.808594 1554817656.2690
MEM 107.875000 1554817656.3700
MEM 107.890625 1554817656.4710
MEM 111.410156 1554817656.5710
MEM 111.410156 1554817656.6720
MEM 111.410156 1554817656.7730
MEM 111.410156 1554817656.8740
MEM 111.410156 1554817656.9740
MEM 112.390625 1554817657.0750
MEM 104.140625 1554817657.1760
MEM 113.640625 1554817657.2760
MEM 117.144531 1554817657.3770
MEM 117.257812 1554817657.4780
MEM 117.265625 1554817657.5790
MEM 117.304688 1554817657.6790
MEM 117.578125 1554817657.7800
MEM 121.472656 1554817657.8810
MEM 131.898438 1554817657.9810
MEM 141.644531 1554817658.0820
MEM 87.644531 1554817658.1820
MEM 96.769531 1554817658.2830
MEM 102.878906 1554817658.3840
MEM 104.195312 1554817658.4850
MEM 105.597656 1554817658.5850
MEM 106.753906 1554817658.6860
MEM 107.937500 1554817658.7870
MEM 113.296875 1554817658.8870
MEM 113.355469 1554817658.9880
MEM 113.355469 1554817659.0890
MEM 113.355469 1554817659.1900
MEM 113.355469 1554817659.2900
MEM 113.531250 1554817659.3910
MEM 102.308594 1554817659.4920
MEM 107.878906 1554817659.5930
MEM 117.621094 1554817659.6930
MEM 117.734375 1554817659.7940
MEM 117.765625 1554817659.8950
MEM 117.785156 1554817659.9960
MEM 117.835938 1554817660.0960
MEM 120.613281 1554817660.1970
MEM 125.269531 1554817660.2980
MEM 139.503906 1554817660.3980
MEM 129.324219 1554817660.4990
MEM 96.054688 1554817660.6000
MEM 103.804688 1554817660.7010
MEM 105.343750 1554817660.8010
MEM 106.929688 1554817660.9020
MEM 107.695312 1554817661.0030
MEM 108.917969 1554817661.1040
MEM 108.929688 1554817661.2040
MEM 114.898438 1554817661.3050
MEM 114.929688 1554817661.4060
MEM 114.937500 1554817661.5060
MEM 114.945312 1554817661.6070
MEM 114.949219 1554817661.7080
MEM 115.308594 1554817661.8090
MEM 104.140625 1554817661.9090
MEM 110.820312 1554817662.0100
MEM 117.441406 1554817662.1110
MEM 117.535156 1554817662.2120
MEM 117.554688 1554817662.3120
MEM 117.601562 1554817662.4130
MEM 117.628906 1554817662.5140
MEM 117.855469 1554817662.6140
MEM 125.875000 1554817662.7150
MEM 130.597656 1554817662.8160
MEM 159.109375 1554817662.9170
MEM 101.968750 1554817663.0170
MEM 103.792969 1554817663.1180
MEM 86.269531 1554817663.2180
MEM 88.277344 1554817663.3190
MEM 99.601562 1554817663.4200
MEM 104.386719 1554817663.5210
MEM 105.785156 1554817663.6210
MEM 107.656250 1554817663.7220
MEM 108.871094 1554817663.8230
MEM 108.871094 1554817663.9240
MEM 112.191406 1554817664.0240
MEM 112.265625 1554817664.1250
MEM 112.273438 1554817664.2260
MEM 112.285156 1554817664.3270
MEM 112.285156 1554817664.4270
MEM 112.421875 1554817664.5280
MEM 107.027344 1554817664.6290
MEM 112.191406 1554817664.7290
MEM 118.121094 1554817664.8300
MEM 118.265625 1554817664.9310
MEM 118.277344 1554817665.0340
MEM 118.281250 1554817665.1340
MEM 118.300781 1554817665.2350
MEM 118.335938 1554817665.3360
MEM 120.742188 1554817665.4370
MEM 124.960938 1554817665.5370
MEM 134.824219 1554817665.6380
MEM 124.554688 1554817665.7390
MEM 89.945312 1554817665.8390
MEM 100.046875 1554817665.9400
MEM 105.226562 1554817666.0410
MEM 105.953125 1554817666.1420
MEM 107.472656 1554817666.2420
MEM 109.175781 1554817666.3430
MEM 109.671875 1554817666.4440
MEM 115.230469 1554817666.5450
MEM 115.378906 1554817666.6450
MEM 115.382812 1554817666.7460
MEM 115.375000 1554817666.8470
MEM 115.375000 1554817666.9470
MEM 115.375000 1554817667.0480
MEM 102.757812 1554817667.1490
MEM 104.300781 1554817667.2500
MEM 115.382812 1554817667.3500
MEM 118.523438 1554817667.4510
MEM 118.550781 1554817667.5520
MEM 118.589844 1554817667.6530
MEM 118.621094 1554817667.7530
MEM 118.687500 1554817667.8540
MEM 122.046875 1554817667.9680
MEM 125.511719 1554817668.0700
MEM 130.289062 1554817668.1700
MEM 150.324219 1554817668.2710
MEM 97.328125 1554817668.3720
MEM 98.378906 1554817668.4720
MEM 105.933594 1554817668.5730
MEM 106.457031 1554817668.6740
MEM 98.792969 1554817668.7750
MEM 100.214844 1554817668.8750
MEM 103.703125 1554817668.9760
MEM 104.203125 1554817669.0770
MEM 105.980469 1554817669.1770
MEM 107.820312 1554817669.2780
MEM 108.332031 1554817669.3790
MEM 114.488281 1554817669.4800
MEM 114.515625 1554817669.5810
MEM 114.523438 1554817669.6810
MEM 114.531250 1554817669.7820
MEM 114.531250 1554817669.8830
MEM 114.800781 1554817669.9830
MEM 105.531250 1554817670.0840
MEM 112.679688 1554817670.1850
MEM 118.457031 1554817670.2860
MEM 118.484375 1554817670.3860
MEM 118.496094 1554817670.4870
MEM 118.539062 1554817670.5880
MEM 118.601562 1554817670.6880
MEM 124.859375 1554817670.7890
MEM 133.597656 1554817670.8900
MEM 78.667969 1554817670.9910
MEM 90.421875 1554817671.0910
MEM 104.234375 1554817671.1920
MEM 84.644531 1554817671.2930
MEM 93.695312 1554817671.3940
MEM 104.371094 1554817671.4940
MEM 105.386719 1554817671.5950
MEM 107.429688 1554817671.6960
MEM 109.269531 1554817671.7960
MEM 109.523438 1554817671.8970
MEM 111.945312 1554817671.9980
MEM 111.949219 1554817672.0990
MEM 111.964844 1554817672.1990
MEM 111.968750 1554817672.3000
MEM 111.968750 1554817672.4010
MEM 111.968750 1554817672.5020
MEM 111.988281 1554817672.6020
MEM 112.652344 1554817672.7030
MEM 108.886719 1554817672.8040
MEM 116.570312 1554817672.9050
MEM 118.632812 1554817673.0050
MEM 118.660156 1554817673.1060
MEM 118.667969 1554817673.2070
MEM 118.699219 1554817673.3070
MEM 118.769531 1554817673.4080
MEM 121.753906 1554817673.5090
MEM 125.714844 1554817673.6110
MEM 137.050781 1554817673.7110
MEM 144.988281 1554817673.8120
MEM 92.835938 1554817673.9130
MEM 95.562500 1554817674.0140
MEM 104.671875 1554817674.1140
MEM 106.070312 1554817674.2150
MEM 107.847656 1554817674.3160
MEM 109.695312 1554817674.4170
MEM 109.949219 1554817674.5200
MEM 115.605469 1554817674.6210
MEM 115.804688 1554817674.7220
MEM 115.804688 1554817674.8230
MEM 115.808594 1554817674.9240
MEM 115.812500 1554817675.0250
MEM 115.812500 1554817675.1260
MEM 115.812500 1554817675.2260
MEM 115.898438 1554817675.3270
MEM 103.472656 1554817675.4280
MEM 105.988281 1554817675.5290
MEM 116.621094 1554817675.6290
MEM 118.550781 1554817675.7300
MEM 118.574219 1554817675.8310
MEM 118.601562 1554817675.9310
MEM 118.632812 1554817676.0320
MEM 118.648438 1554817676.1330
MEM 122.039062 1554817676.2340
MEM 127.175781 1554817676.3340
MEM 133.816406 1554817676.4350
MEM 152.031250 1554817676.5360
MEM 102.910156 1554817676.6370
MEM 104.343750 1554817676.7370
MEM 107.769531 1554817676.8380
MEM 108.347656 1554817676.9390
