CMDLINE c:\python27\python.exe pagerank.py 444 0
MEM 0.449219 1554747417.9180
MEM 10.023438 1554747418.0190
MEM 13.871094 1554747418.1190
MEM 16.828125 1554747418.2190
MEM 17.957031 1554747418.3200
MEM 25.945312 1554747418.4200
MEM 27.082031 1554747418.5200
MEM 30.640625 1554747418.6210
MEM 32.347656 1554747418.7210
MEM 32.687500 1554747418.8220
MEM 32.996094 1554747418.9230
MEM 33.582031 1554747419.0230
MEM 33.871094 1554747419.1240
MEM 34.296875 1554747419.2240
MEM 34.796875 1554747419.3250
MEM 36.023438 1554747419.4260
MEM 36.394531 1554747419.5260
MEM 37.132812 1554747419.6270
MEM 37.660156 1554747419.7280
MEM 38.757812 1554747419.8290
MEM 45.261719 1554747419.9290
MEM 57.289062 1554747420.0300
MEM 83.347656 1554747420.1310
MEM 97.183594 1554747420.2320
MEM 78.652344 1554747420.3320
MEM 85.457031 1554747420.4330
MEM 97.382812 1554747420.5340
MEM 102.667969 1554747420.6340
MEM 103.503906 1554747420.7350
MEM 105.230469 1554747420.8360
MEM 106.597656 1554747420.9370
MEM 107.628906 1554747421.0370
MEM 108.695312 1554747421.1380
MEM 111.027344 1554747421.2390
MEM 111.050781 1554747421.3400
MEM 111.058594 1554747421.4400
MEM 111.085938 1554747421.5410
MEM 111.085938 1554747421.6420
MEM 111.109375 1554747421.7420
MEM 111.746094 1554747421.8430
MEM 106.550781 1554747421.9440
MEM 117.519531 1554747422.0450
MEM 117.535156 1554747422.1450
MEM 117.707031 1554747422.2460
MEM 117.761719 1554747422.3470
MEM 117.828125 1554747422.4480
MEM 117.960938 1554747422.5480
MEM 122.691406 1554747422.6490
MEM 130.363281 1554747422.7500
MEM 146.746094 1554747422.8500
MEM 88.945312 1554747422.9510
MEM 96.773438 1554747423.0520
MEM 104.992188 1554747423.1530
MEM 94.105469 1554747423.2530
MEM 100.257812 1554747423.3540
MEM 104.347656 1554747423.4550
MEM 93.902344 1554747423.5560
MEM 103.296875 1554747423.6560
MEM 76.601562 1554747423.7560
MEM 91.527344 1554747423.8570
MEM 103.277344 1554747423.9570
MEM 76.914062 1554747424.0580
MEM 88.496094 1554747424.1590
MEM 99.750000 1554747424.2590
MEM 83.566406 1554747424.3600
MEM 86.218750 1554747424.4610
MEM 95.308594 1554747424.5610
MEM 103.394531 1554747424.6620
MEM 83.808594 1554747424.7630
MEM 88.167969 1554747424.8640
MEM 97.042969 1554747424.9640
MEM 103.488281 1554747425.0650
MEM 89.707031 1554747425.1660
