CMDLINE c:\python27\python.exe pagerank.py 0
MEM 0.492188 1554817624.8580
MEM 14.304688 1554817624.9590
MEM 21.562500 1554817625.0600
MEM 31.566406 1554817625.1600
MEM 35.617188 1554817625.2610
MEM 42.484375 1554817625.3620
MEM 45.554688 1554817625.4620
MEM 74.308594 1554817625.5630
MEM 89.496094 1554817625.6640
MEM 101.871094 1554817625.7650
MEM 79.964844 1554817625.8650
MEM 91.363281 1554817625.9660
MEM 102.597656 1554817626.0670
MEM 89.308594 1554817626.1670
MEM 93.660156 1554817626.2680
MEM 103.066406 1554817626.3690
MEM 89.492188 1554817626.4700
MEM 95.035156 1554817626.5700
MEM 103.039062 1554817626.6710
MEM 92.753906 1554817626.7720
MEM 98.039062 1554817626.8730
MEM 103.312500 1554817626.9730
MEM 93.507812 1554817627.0740
MEM 99.957031 1554817627.1750
MEM 71.718750 1554817627.2750
MEM 87.363281 1554817627.3750
MEM 101.300781 1554817627.4760
MEM 75.550781 1554817627.5770
MEM 87.664062 1554817627.6780
MEM 101.066406 1554817627.7780
MEM 83.207031 1554817627.8790
MEM 89.566406 1554817627.9800
MEM 101.578125 1554817628.0800
MEM 103.242188 1554817628.1810
MEM 85.113281 1554817628.2820
MEM 93.417969 1554817628.3830
MEM 103.097656 1554817628.4830
MEM 89.390625 1554817628.5840
MEM 95.875000 1554817628.6850
MEM 103.269531 1554817628.7860
MEM 94.371094 1554817628.8860
MEM 98.546875 1554817628.9870
MEM 103.496094 1554817629.0870
MEM 93.640625 1554817629.1880
MEM 101.265625 1554817629.2890
MEM 103.312500 1554817629.3890
MEM 93.644531 1554817629.4890
MEM 102.671875 1554817629.5900
MEM 84.027344 1554817629.6910
MEM 91.542969 1554817629.7920
MEM 102.808594 1554817629.8920
MEM 84.613281 1554817629.9930
MEM 92.941406 1554817630.0940
MEM 103.144531 1554817630.1950
MEM 89.191406 1554817630.2950
MEM 94.957031 1554817630.3960
MEM 102.980469 1554817630.4970
MEM 89.480469 1554817630.5980
MEM 96.796875 1554817630.6980
MEM 103.542969 1554817630.7990
MEM 89.539062 1554817630.9000
MEM 96.500000 1554817631.0000
MEM 103.289062 1554817631.1010
MEM 94.128906 1554817631.2020
MEM 100.183594 1554817631.3030
MEM 103.070312 1554817631.4030
MEM 94.105469 1554817631.5040
MEM 102.777344 1554817631.6040
MEM 88.925781 1554817631.7050
MEM 95.312500 1554817631.8060
MEM 103.210938 1554817631.9070
MEM 84.976562 1554817632.0070
MEM 93.402344 1554817632.1080
MEM 103.164062 1554817632.2080
MEM 88.554688 1554817632.3090
MEM 96.425781 1554817632.4100
MEM 102.984375 1554817632.5100
MEM 89.453125 1554817632.6110
MEM 99.242188 1554817632.7120
MEM 103.382812 1554817632.8120
MEM 94.328125 1554817632.9130
MEM 101.984375 1554817633.0140
MEM 103.488281 1554817633.1150
FUNC __main__.run 45.5625 1554817625.4720 101.6367 1554817625.7530
FUNC __main__.run 101.6367 1554817625.7530 102.2969 1554817626.0490
FUNC __main__.run 102.2969 1554817626.0490 102.7539 1554817626.3390
FUNC __main__.run 102.7539 1554817626.3390 102.6680 1554817626.6280
FUNC __main__.run 102.6680 1554817626.6280 102.9766 1554817626.9250
FUNC __main__.run 102.9766 1554817626.9250 102.9570 1554817627.2070
FUNC __main__.run 102.9570 1554817627.2070 102.7617 1554817627.4920
FUNC __main__.run 102.7617 1554817627.4920 102.8711 1554817627.7970
FUNC __main__.run 102.8711 1554817627.7980 102.9688 1554817628.1060
FUNC __main__.run 102.9688 1554817628.1060 102.7656 1554817628.4460
FUNC __main__.run 102.7656 1554817628.4460 102.8203 1554817628.7370
FUNC __main__.run 102.8203 1554817628.7370 103.1914 1554817629.0370
FUNC __main__.run 103.1914 1554817629.0370 103.2266 1554817629.3340
FUNC __main__.run 103.2266 1554817629.3350 102.6797 1554817629.6010
FUNC __main__.run 102.6797 1554817629.6010 102.7461 1554817629.8880
FUNC __main__.run 102.7461 1554817629.8880 102.9336 1554817630.1750
FUNC __main__.run 102.9336 1554817630.1760 102.7031 1554817630.4600
FUNC __main__.run 102.7031 1554817630.4600 103.1055 1554817630.7440
FUNC __main__.run 103.1055 1554817630.7450 102.9180 1554817631.0390
FUNC __main__.run 102.9180 1554817631.0390 102.6094 1554817631.3330
FUNC __main__.run 102.6094 1554817631.3330 102.7188 1554817631.5990
FUNC __main__.run 102.7188 1554817631.5990 103.0469 1554817631.8750
FUNC __main__.run 103.0469 1554817631.8760 102.9414 1554817632.1730
FUNC __main__.run 102.9414 1554817632.1730 102.7656 1554817632.4610
FUNC __main__.run 102.7656 1554817632.4610 103.2109 1554817632.7460
FUNC __main__.run 103.2109 1554817632.7460 103.2891 1554817633.0370
FUNC __main__.run 103.2891 1554817633.0380 93.6250 1554817633.1590
